paddingRequest,paddingRequest_size,paddingResponse,paddingResponse_size,payoutRequest,payoutRequest_size,payoutVerify,payoutVerify_size
90.59999990463257,2631,253.90000009536743,2601,11631.900000095367,16131,1114.6000003814697,474
92.2999997138977,2631,265.7999997138977,2601,11447.800000190735,16134,1157.7999997138977,474
87.40000009536743,2631,247,2601,11265.300000190735,16131,1116.2000002861023,474
107.90000009536743,2631,271,2601,11357.799999713898,16127,1099.3999996185303,474
87.2999997138977,2631,244.39999961853027,2601,11485,16132,1224.5,474
99.69999980926514,2631,285.59999990463257,2601,12210,16125,1100.5,474
91.80000019073486,2631,261.40000009536743,2601,11284,16128,1069.0999999046326,474
90.5,2631,243,2601,11968.099999904633,16130,1119.9000000953674,474
124.59999990463257,2631,264.19999980926514,2601,11791.599999904633,16135,1124.0999999046326,474
99.7000002861023,2631,257.40000009536743,2601,11278.400000095367,16133,1102.5999999046326,474
88.59999990463257,2631,244.30000019073486,2601,11190,16124,1096.0999999046326,474
94.40000009536743,2631,248.40000009536743,2601,11263.60000038147,16125,1132.4000000953674,474
90,2631,242.40000009536743,2601,11105.900000095367,16128,1091.8000001907349,474
88,2631,243.69999980926514,2601,11211.700000286102,16127,1106.8999996185303,474
87.19999980926514,2631,245.60000038146973,2601,11259.900000095367,16127,1079.1999998092651,474
88.09999990463257,2631,261.19999980926514,2601,11421,16128,1103.7000002861023,474
87.59999990463257,2631,241.2999997138977,2601,12033.299999713898,16130,1211,474
95.09999990463257,2631,252.30000019073486,2601,11553.5,16122,1115.2999997138977,474
101.7000002861023,2631,251.40000009536743,2601,11462.700000286102,16132,1128.8000001907349,474
89.7999997138977,2631,251.7999997138977,2601,11640.599999904633,16134,1320.5,474
103.2000002861023,2631,269.19999980926514,2601,11761.199999809265,16133,1100.3000001907349,474
90.90000009536743,2631,256.40000009536743,2601,11587.599999904633,16126,1185.6999998092651,474
90.5,2631,248.90000009536743,2601,11309.400000095367,16132,1068.0999999046326,474
91.59999990463257,2631,245,2601,11233.89999961853,16125,1119.2999997138977,474
88.89999961853027,2631,249.19999980926514,2601,11283.099999904633,16125,1094.8000001907349,474
91.90000009536743,2631,256.40000009536743,2601,11713.5,16135,1102.9000000953674,474
89,2631,241.90000009536743,2601,11413.199999809265,16126,1256.2999997138977,474
100,2631,292.90000009536743,2601,11928.5,16133,1163.7999997138977,474
90,2631,290.40000009536743,2601,11527.400000095367,16126,1119.5999999046326,474
95.7000002861023,2631,248.40000009536743,2601,11203.800000190735,16124,1068.5,474
93.2999997138977,2631,239.59999990463257,2601,11696.900000095367,16137,1158.2999997138977,474
108.2000002861023,2631,253.5,2601,11701.900000095367,16131,1290.7000002861023,474
88.59999990463257,2631,248.90000009536743,2601,12030.5,16133,1155.9000000953674,474
91.5,2631,277.40000009536743,2601,11135.800000190735,16125,1086.9000000953674,474
88.09999990463257,2631,242.39999961853027,2601,11035.5,16133,1058.5,474
88.10000038146973,2631,243.5,2601,11290.700000286102,16132,1164.5999999046326,474
106.19999980926514,2631,252.09999990463257,2601,11486,16127,1120.0999999046326,474
90.5,2631,241.80000019073486,2601,11337.199999809265,16135,1075,474
90.5,2631,248.09999990463257,2601,12074.199999809265,16134,1198.1999998092651,474
92,2631,249.19999980926514,2601,11520.700000286102,16130,1068.9000000953674,474
86.80000019073486,2631,254.09999990463257,2601,11260.900000095367,16126,1066.8999996185303,474
87.2999997138977,2631,239.90000009536743,2601,11808.099999904633,16136,1100.9000000953674,474
90.09999990463257,2631,322.09999990463257,2601,11321,16130,1111.3000001907349,474
88.39999961853027,2631,256,2601,11237.700000286102,16133,1079.4000000953674,474
87.90000009536743,2631,241.2999997138977,2601,10967.199999809265,16124,1123.6000003814697,474
93.2999997138977,2631,253.2999997138977,2601,12161.599999904633,16129,1246.4000000953674,474
