registerRequest,registerRequest_size,registerVerify,registerVerify_size,registerComplete,registerComplete_size
46.799999713897705,466,55.09999990463257,260,43.89999961853027,0
41.30000019073486,468,50.90000009536743,260,40.30000019073486,0
46.700000286102295,459,47,260,38.59999990463257,0
41.5,469,47.80000019073486,260,39.59999990463257,0
43.59999990463257,458,49.59999990463257,260,39.700000286102295,0
43.59999990463257,463,53.700000286102295,260,38,0
40.799999713897705,466,56.5,260,38.59999990463257,0
41.90000009536743,466,46.40000009536743,260,38.40000009536743,0
43.39999961853027,471,47.80000019073486,260,38.30000019073486,0
41.799999713897705,471,50.89999961853027,260,39.69999980926514,0
41.80000019073486,469,46.80000019073486,260,38.700000286102295,0
41.799999713897705,467,46.09999990463257,260,38.09999990463257,0
41.5,467,45.90000009536743,260,37.799999713897705,0
40.89999961853027,463,50.59999990463257,260,38.30000019073486,0
41.60000038146973,459,48.19999980926514,260,37.5,0
43.19999980926514,473,45.799999713897705,260,38.19999980926514,0
58.09999990463257,468,47.80000019073486,260,39.30000019073486,0
40.89999961853027,468,48.69999980926514,260,37.799999713897705,0
43.80000019073486,457,47.30000019073486,260,38.200000286102295,0
43.10000038146973,469,47.40000009536743,260,38.69999980926514,0
42,464,51.59999990463257,260,41.40000009536743,0
42.90000009536743,464,46.19999980926514,260,38.69999980926514,0
41.69999980926514,465,45.60000038146973,260,41.19999980926514,0
40.80000019073486,476,46.40000009536743,260,46.700000286102295,0
41.40000009536743,463,47.59999990463257,260,39.19999980926514,0
41.89999961853027,464,46,260,37.80000019073486,0
40.80000019073486,467,47.30000019073486,260,38.09999990463257,0
41.299999713897705,459,45.799999713897705,260,37.799999713897705,0
40.89999961853027,465,52.5,260,38,0
62.59999990463257,462,47.19999980926514,260,38.299999713897705,0
41.60000038146973,458,46.09999990463257,260,38.200000286102295,0
42.89999961853027,457,45.69999980926514,260,39.09999990463257,0
41.80000019073486,465,46.799999713897705,260,40.69999980926514,0
41.40000009536743,466,46.200000286102295,260,38.200000286102295,0
64.10000038146973,464,47.799999713897705,260,38.39999961853027,0
42.799999713897705,464,46.799999713897705,260,39.299999713897705,0
43.299999713897705,463,46,260,39.09999990463257,0
43,462,51.19999980926514,260,45.80000019073486,0
43.299999713897705,467,62.80000019073486,260,43.200000286102295,0
41.40000009536743,462,46,260,39.89999961853027,0
41.30000019073486,466,45.90000009536743,260,41,0
40.90000009536743,465,49.40000009536743,260,38.200000286102295,0
41.80000019073486,462,46,260,38,0
41.19999980926514,459,47.30000019073486,260,39.200000286102295,0
42.19999980926514,465,46.5,260,38.59999990463257,0
40.89999961853027,458,47.299999713897705,260,41.40000009536743,0
44.299999713897705,458,45.799999713897705,260,37.799999713897705,0
46.69999980926514,467,48.80000019073486,260,38.200000286102295,0
41.200000286102295,469,46.299999713897705,260,37.799999713897705,0
41.69999980926514,470,49,260,40.09999990463257,0
41.200000286102295,464,45.90000009536743,260,37.90000009536743,0
40.90000009536743,464,46,260,37.69999980926514,0
41.200000286102295,462,49.09999990463257,260,38.200000286102295,0
44,466,45.80000019073486,260,40,0
44.799999713897705,462,45.90000009536743,260,41.30000019073486,0
47.90000009536743,465,63.59999990463257,260,38.89999961853027,0
64.60000038146973,469,47.59999990463257,260,38.200000286102295,0
41.700000286102295,460,45.799999713897705,260,38.5,0
40.90000009536743,469,45.59999990463257,260,40.200000286102295,0
41.799999713897705,457,46.90000009536743,260,38.40000009536743,0
41.30000019073486,465,46.09999990463257,260,37.90000009536743,0
40.69999980926514,466,48,260,37.799999713897705,0
43.30000019073486,458,46.59999990463257,260,38.40000009536743,0
41.80000019073486,458,46.19999980926514,260,39.5,0
41.30000019073486,463,47.69999980926514,260,38.5,0
43.299999713897705,457,47.90000009536743,260,37.799999713897705,0
43.90000009536743,463,45.80000019073486,260,39.59999990463257,0
41.90000009536743,465,46.60000038146973,260,39.40000009536743,0
41.39999961853027,458,46.90000009536743,260,39.19999980926514,0
42.60000038146973,466,46,260,38.09999990463257,0
41.30000019073486,466,48.59999990463257,260,40.59999990463257,0
41.40000009536743,465,49.200000286102295,260,38.09999990463257,0
43.5,464,47.80000019073486,260,57.10000038146973,0
41.89999961853027,463,46.69999980926514,260,41,0
58.39999961853027,457,47.09999990463257,260,38.19999980926514,0
85.30000019073486,464,50.30000019073486,260,38.5,0
41.60000038146973,457,53.90000009536743,260,41.40000009536743,0
69.7000002861023,459,59.30000019073486,260,47.200000286102295,0
42.59999990463257,459,46.5,260,37.59999990463257,0
40.40000009536743,464,45.60000038146973,260,37.59999990463257,0
40.30000019073486,470,45.10000038146973,260,37.69999980926514,0
42.09999990463257,463,45.40000009536743,260,37.40000009536743,0
41.200000286102295,462,45.60000038146973,260,37.69999980926514,0
40.5,458,45.59999990463257,260,37.30000019073486,0
43,464,48.299999713897705,260,37.59999990463257,0
43.09999990463257,459,45.299999713897705,260,37.5,0
43.799999713897705,463,45.19999980926514,260,38.5,0
40.60000038146973,465,48.69999980926514,260,38.799999713897705,0
40.5,459,48.59999990463257,260,37.30000019073486,0
42.19999980926514,464,46.299999713897705,260,37.59999990463257,0
40.799999713897705,470,45.39999961853027,260,39.89999961853027,0
41.90000009536743,465,46.40000009536743,260,38.90000009536743,0
41.200000286102295,462,45.69999980926514,260,37.5,0
41.40000009536743,457,45.700000286102295,260,37.799999713897705,0
41,466,45.69999980926514,260,37.799999713897705,0
