participate,participate_size,confirm,confirm_size,reward,reward_size
6061.89999961853,33514,2427.0999999046326,471,23.699999809265137,796
6037.800000190735,33514,2428.800000190735,471,23.59999990463257,796
6045.300000190735,33514,2444.300000190735,471,23.300000190734863,796
6035.5,33514,2465.9000000953674,471,23.700000286102295,796
6038.799999713898,33514,2434.8999996185303,471,23.40000009536743,796
6027.10000038147,33514,2475.5,471,23.600000381469727,796
6059.799999713898,33514,2415.5,471,23.699999809265137,796
6104.099999904633,33514,2433.2999997138977,471,24.299999713897705,796
6073.400000095367,33514,2446.5,471,23.59999990463257,796
6063.799999713898,33514,2431,471,23.700000286102295,796
6120.400000095367,33514,2413.8999996185303,471,23.59999990463257,796
6023.199999809265,33514,2471.199999809265,471,23.799999713897705,796
6034.700000286102,33514,2478.4000000953674,471,23.800000190734863,796
6018.400000095367,33514,2424.199999809265,471,23.799999713897705,796
6145.400000095367,33514,2418.7000002861023,471,23.59999990463257,796
6111.400000095367,33514,2438.1000003814697,471,23.90000009536743,796
6091.39999961853,33514,2449.4000000953674,471,23.5,796
6069.299999713898,33514,2423.9000000953674,471,23.5,796
6040.400000095367,33514,2445.4000000953674,471,23.800000190734863,796
6039.299999713898,33514,2426.2999997138977,471,23.59999990463257,796
6060.299999713898,33514,2426.5,471,23.700000286102295,796
6094.900000095367,33514,2423.199999809265,471,24.100000381469727,796
6047.10000038147,33514,2425.199999809265,471,24.100000381469727,796
6095.700000286102,33514,2418.7000002861023,471,24.299999713897705,796
6097.900000095367,33514,2579,471,24.199999809265137,796
6050.699999809265,33514,2463.0999999046326,471,23.700000286102295,796
6036.599999904633,33514,2421.300000190735,471,23.90000009536743,796
6055.599999904633,33514,2415.300000190735,471,23.899999618530273,796
6121.400000095367,33514,2413.800000190735,471,24,796
6036.900000095367,33514,2432.800000190735,471,23.90000009536743,796
6062.699999809265,33514,2426.4000000953674,471,24,796
6120,33514,2494.3999996185303,471,24,796
6068.5,33514,2458.4000000953674,471,23.90000009536743,796
6072.800000190735,33514,2440.0999999046326,471,24.300000190734863,796
6065.5,33514,2416.800000190735,471,23.90000009536743,796
6078.5,33514,2419.9000000953674,471,24,796
6056.400000095367,33514,2433.7000002861023,471,23.800000190734863,796
6058.700000286102,33514,2424.800000190735,471,24.5,796
6055,33514,2470.800000190735,471,23.800000190734863,796
6029.89999961853,33514,2453.699999809265,471,24,796
6025.400000095367,33514,2415.4000000953674,471,23.90000009536743,796
6160.700000286102,33514,2422.800000190735,471,24.09999990463257,796
6108.599999904633,33514,2436.0999999046326,471,23.800000190734863,796
6038.199999809265,33514,2431.2999997138977,471,24.200000286102295,796
6028.599999904633,33514,2437.1000003814697,471,24,796
6028.5,33514,2468.0999999046326,471,24,796
6016.900000095367,33514,2432.300000190735,471,23.90000009536743,796
6015.199999809265,33514,2420.1000003814697,471,24,796
6107.89999961853,33514,2428.699999809265,471,24,796
6068.900000095367,33514,2461.300000190735,471,23.800000190734863,796
6066.900000095367,33514,2422.199999809265,471,24,796
6048.099999904633,33514,2411.1000003814697,471,24.199999809265137,796
6012.5,33514,2456.199999809265,471,24,796
6019.099999904633,33514,2422.2999997138977,471,24,796
6079.800000190735,33514,2418.4000000953674,471,24,796
6064.300000190735,33514,2422.800000190735,471,23.800000190734863,796
6104.400000095367,33514,2425.0999999046326,471,24,796
6067.900000095367,33514,2424.9000000953674,471,23.800000190734863,796
6025,33514,2456.4000000953674,471,24.100000381469727,796
6039.60000038147,33514,2481.4000000953674,471,23.800000190734863,796
6068.099999904633,33514,2428.8999996185303,471,24.299999713897705,796
6081.200000286102,33514,2436.5,471,24.199999809265137,796
6093.599999904633,33514,2423.5,471,24,796
6086.200000286102,33514,2418.5,471,27.600000381469727,796
6117,33514,2424.300000190735,471,23.90000009536743,796
6073.89999961853,33514,2451.800000190735,471,24,796
6018.5,33514,2628.5,471,24.200000286102295,796
6026.10000038147,33514,2416,471,23.800000190734863,796
6044.400000095367,33514,2414.699999809265,471,24.40000009536743,796
6074.400000095367,33514,2436.4000000953674,471,24.09999990463257,796
6075.400000095367,33514,2444.5,471,23.90000009536743,796
6040.599999904633,33514,2415.6000003814697,471,24.09999990463257,796
6018.799999713898,33514,2436.199999809265,471,24.199999809265137,796
6025.400000095367,33514,2438.5,471,24,796
6017.300000190735,33514,2422.5,471,23.59999990463257,796
6056.39999961853,33514,2422.7999997138977,471,24.199999809265137,796
6176.099999904633,33514,2424.5999999046326,471,25.59999990463257,796
6117.800000190735,33514,2442.5,471,24.700000286102295,796
6081.900000095367,33514,2415.2000002861023,471,24.199999809265137,796
6029.10000038147,33514,2480.4000000953674,471,23.90000009536743,796
6033.400000095367,33514,2448.0999999046326,471,24,796
6014,33514,2416.699999809265,471,23.90000009536743,796
6041.10000038147,33514,2427.4000000953674,471,24,796
6115.400000095367,33514,2571.4000000953674,471,23.90000009536743,796
6210.300000190735,33514,2480.9000000953674,471,24.300000190734863,796
6242,33514,2417.2000002861023,471,24.59999990463257,796
6048.5,33514,2466.4000000953674,471,24.09999990463257,796
6031.900000095367,33514,2540,471,24,796
6042.10000038147,33514,2430.699999809265,471,23.90000009536743,796
6074.900000095367,33514,2426.7000002861023,471,24,796
6134.900000095367,33514,2429.5999999046326,471,24.09999990463257,796
6094.5,33514,2419.5,471,24.800000190734863,796
6077.199999809265,33514,2422.699999809265,471,24.100000381469727,796
