registerRequest,registerRequest_size,registerVerify,registerVerify_size,registerComplete,registerComplete_size
22.00000000000091,466,24.99999999999909,260,21,0
22,465,25.00000000000091,260,20,0
21,464,25.00000000000091,260,20.99999999999909,0
22,463,25,260,21,0
22,457,25,260,21.00000000000091,0
21.99999999999909,464,25,260,21,0
22,457,25,260,21,0
22,459,25,260,21,0
22.00000000000091,459,24.99999999999909,260,21,0
22,464,25,260,21,0
22,470,25,260,21,0
22,463,25.00000000000091,260,21,0
21.99999999999909,462,25,260,21,0
22,458,25,260,21,0
22,464,25,260,21,0
22,459,25,260,21,0
22,463,25,260,21,0
22.00000000000091,465,24.99999999999909,260,21,0
22,459,25.00000000000091,260,20.99999999999909,0
22,464,25,260,21,0
22,470,25,260,21.00000000000091,0
21.99999999999909,465,25,260,21,0
22,462,25,260,21,0
22,457,25,260,21,0
22.00000000000091,466,24.99999999999909,260,21,0
21,466,25.00000000000091,260,20.99999999999909,0
22,468,25,260,21,0
21,466,25,260,21.00000000000091,0
21,461,25,260,21,0
21,467,25,260,21,0
21.00000000000091,460,24,260,21,0
22.00000000000091,458,24.99999999999909,260,21,0
22,460,25.00000000000091,260,20.99999999999909,0
22,469,25,260,21,0
22,458,25,260,21.00000000000091,0
21.99999999999909,467,25,260,21,0
22,465,25,260,21,0
22,473,25,260,21,0
22.00000000000091,470,24.99999999999909,260,21,0
22,465,25.00000000000091,260,20.99999999999909,0
21,456,26,260,21.00000000000091,0
20.99999999999909,466,25,260,20.99999999999909,0
22,459,25.00000000000091,260,21.00000000000091,0
22,463,24.99999999999818,260,21.00000000000091,0
22,470,25,260,21,0
22,457,25,260,22,0
22.00000000000182,464,24.99999999999818,260,21,0
22,464,25.00000000000182,260,20.99999999999818,0
22,471,25,260,21,0
22,466,25,260,20,0
20.99999999999818,468,25,260,21,0
21,467,24,260,21,0
22,467,25,260,21,0
22,464,25,260,21,0
22,466,25,260,21,0
22,458,25,260,21,0
22,474,25.00000000000182,260,20.99999999999818,0
22,463,25,260,21,0
22,461,25,260,21,0
22,456,25,260,21,0
22.00000000000182,467,24.99999999999818,260,21,0
22,469,25.00000000000182,260,20.99999999999818,0
22,468,25,260,21,0
22,460,25,260,21.00000000000182,0
21.99999999999818,459,25,260,21,0
22,458,25,260,21,0
22,460,25,260,21,0
22,466,25,260,21,0
22,462,25,260,21,0
23,459,25,260,21,0
22,466,25,260,21,0
22,470,25,260,21,0
21,461,25,260,21.00000000000182,0
21,464,25,260,21,0
21,458,25,260,21,0
21,465,26,260,21,0
22,464,25,260,21,0
22.00000000000182,466,24.99999999999818,260,21,0
22,463,25.00000000000182,260,20.99999999999818,0
22,458,25,260,21,0
22,466,25,260,21.00000000000182,0
21.99999999999818,458,25,260,21,0
22,464,25,260,21,0
22,463,25,260,21,0
21,462,25,260,21,0
21,458,25,260,21,0
23.00000000000182,463,24.99999999999818,260,21,0
21,462,25.00000000000182,260,20.99999999999818,0
21,465,25,260,21,0
21,462,25,260,21,0
20.99999999999818,462,25,260,21,0
22.00000000000182,460,24.99999999999818,260,21,0
22,472,25,260,21,0
22,463,25,260,21,0
21,464,25,260,21.00000000000182,0
20.99999999999818,463,25,260,21.00000000000182,0
21.99999999999818,466,25,260,21,0
22.00000000000182,459,24.99999999999818,260,21,0
22,457,25.00000000000182,260,22.99999999999818,0
22,465,25,260,21,0
22,459,25,260,21,0
22,467,25,260,21,0
22,458,25,260,21,0
22.00000000000182,464,24.99999999999818,260,21,0
21,457,24,260,20.99999999999818,0
22,467,25,260,21,0
22,457,25,260,21.00000000000182,0
21.99999999999818,467,25,260,21,0
22.00000000000182,470,24.99999999999818,260,21,0
22,457,25.00000000000182,260,20.99999999999818,0
21,458,25,260,21,0
21,465,25,260,21.00000000000182,0
21.99999999999818,463,25,260,21,0
22,465,25,260,21,0
22,467,25,260,21,0
22,467,25,260,21,0
22,457,25,260,21,0
22.00000000000182,463,24.99999999999818,260,21,0
22,458,25.00000000000182,260,20.99999999999818,0
22,466,25,260,21,0
22,469,25,260,20.00000000000182,0
21,466,25,260,19.99999999999818,0
21.00000000000182,459,24.99999999999818,260,21,0
21,468,25,260,21,0
22,470,25,260,21,0
21,456,25,260,21,0
21.00000000000182,461,24.99999999999818,260,21,0
22,467,25.00000000000182,260,20.99999999999818,0
22,466,25,260,21,0
22,466,25,260,21.00000000000182,0
