registerRequest,registerRequest_size,registerVerify,registerVerify_size,registerComplete,registerComplete_size
20.999999999970896,470,25,260,21,0
21,467,25,260,21,0
22,465,25,260,22,0
21,456,25.000000000029104,260,20.999999999970896,0
22,467,25,260,21,0
22,465,25,260,21,0
22.000000000029104,467,24.999999999970896,260,21,0
22,457,25,260,21,0
22,462,25,260,21,0
22,456,25,260,21.000000000029104,0
21.999999999970896,459,25.000000000029104,260,20.999999999970896,0
22,466,25,260,21,0
22,461,25,260,21,0
22.000000000029104,464,24.999999999970896,260,21,0
21,467,25,260,20.000000000029104,0
21.999999999970896,472,25,260,21,0
22,465,25,260,21,0
22,464,25,260,20,0
22.000000000029104,458,24.999999999970896,260,21,0
22,461,25,260,21,0
22,464,25.000000000029104,260,20.999999999970896,0
22,460,25,260,21.000000000029104,0
21.999999999970896,468,25,260,21,0
21,464,23.999999999970896,260,21,0
21,462,25,260,20.000000000029104,0
21,462,25.000000000029104,260,20.999999999970896,0
22,457,25,260,21,0
20.999999999970896,459,25,260,21,0
22.000000000029104,467,24.999999999970896,260,21,0
22,464,25,260,21,0
22,464,25.000000000029104,260,20.999999999970896,0
22,460,25,260,21.000000000029104,0
20.999999999970896,466,25,260,21,0
22,459,25,260,21,0
21,458,25,260,21,0
22.000000000029104,467,24.999999999970896,260,21,0
22,458,25,260,21,0
21,458,25.000000000029104,260,20.999999999970896,0
21,456,25,260,21,0
20.999999999970896,459,25,260,21,0
22.000000000029104,457,24.999999999970896,260,21,0
22,465,25,260,21,0
22,468,25.000000000029104,260,20.999999999970896,0
22,462,25,260,21.000000000029104,0
21.999999999970896,458,25,260,21,0
22.000000000029104,475,24.999999999970896,260,21,0
21,459,25,260,21,0
22,460,25,260,21,0
22,458,25,260,21.000000000029104,0
20.999999999970896,466,25.000000000029104,260,20.999999999970896,0
22,468,25,260,21,0
22,464,25,260,21,0
22.000000000029104,465,24.999999999970896,260,21,0
21,460,24,260,21,0
21,459,25,260,20,0
22,467,25,260,21,0
22,465,25,260,21,0
22.000000000029104,458,24.999999999970896,260,21,0
22,461,25,260,21,0
21,466,25.000000000029104,260,20.999999999970896,0
21,468,25,260,20,0
20.999999999970896,468,25,260,21,0
22,459,25,260,20,0
20.999999999970896,460,25,260,21,0
22.000000000029104,459,24.999999999970896,260,22,0
21,462,24,260,20,0
21,460,25.000000000029104,260,20.999999999970896,0
22,463,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
22.000000000029104,462,24.999999999970896,260,21,0
22,466,25,260,21,0
22,462,25,260,21,0
22,463,25,260,21.000000000029104,0
21.999999999970896,460,25.000000000029104,260,20.999999999970896,0
22,460,25,260,21,0
22,471,25,260,21,0
22.000000000029104,469,24.999999999970896,260,21,0
22,460,25,260,21,0
22,461,25,260,21,0
22,458,25,260,21.000000000029104,0
21.999999999970896,458,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21,0
22,469,25,260,21,0
21,466,24.999999999970896,260,21,0
21,456,25,260,21,0
21,462,25.000000000029104,260,20.999999999970896,0
22,462,25,260,21.000000000029104,0
21.999999999970896,456,25,260,21,0
22,471,25,260,21,0
22,468,25,260,21,0
22.000000000029104,456,24.999999999970896,260,21,0
22,460,25,260,21,0
22,459,25.000000000029104,260,20.999999999970896,0
22,468,25,260,21.000000000029104,0
21.999999999970896,460,25,260,21,0
22,463,25,260,20,0
20.999999999970896,458,25,260,21,0
22.000000000029104,467,24.999999999970896,260,21,0
22,458,25,260,21,0
22,464,25.000000000029104,260,20.999999999970896,0
22,466,25,260,21.000000000029104,0
20.999999999970896,462,25,260,21,0
21,457,25,260,20,0
21,461,27,260,22,0
22,467,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
22,462,25,260,21,0
20.999999999970896,466,25,260,21,0
21.000000000029104,466,24.999999999970896,260,21,0
22,463,26,260,21,0
22.000000000029104,465,24.999999999970896,260,21,0
22,466,25,260,21,0
21,462,25.000000000029104,260,20.999999999970896,0
21.000000000029104,464,24.999999999970896,260,21,0
22,468,25,260,21,0
22,462,25,260,21,0
22,467,25,260,21.000000000029104,0
21.999999999970896,462,25.000000000029104,260,20.999999999970896,0
22,465,25,260,21,0
22,465,25,260,21,0
21,463,24.999999999970896,260,21,0
22,467,25,260,21,0
22,465,25,260,21,0
22,459,25,260,20,0
21.999999999970896,459,25,260,21,0
22,458,25,260,21.000000000029104,0
21.999999999970896,461,25.000000000029104,260,20.999999999970896,0
21.000000000029104,456,24.999999999970896,260,21,0
21,467,25,260,21,0
22,460,25.000000000029104,260,20,0
22,457,25,260,21.000000000029104,0
21.999999999970896,458,25,260,21,0
22,473,25,260,21,0
21,469,25,260,20,0
22,464,25.000000000029104,260,20.999999999970896,0
22,467,25,260,21.000000000029104,0
21.999999999970896,464,25,260,21,0
22.000000000029104,459,24.999999999970896,260,20,0
21,466,25,260,21.000000000029104,0
21.999999999970896,462,25.000000000029104,260,20.999999999970896,0
22,465,25,260,21,0
22,466,25,260,21,0
22.000000000029104,463,24.999999999970896,260,21,0
21,468,25,260,20.000000000029104,0
21,456,25,260,21,0
22,468,25,260,21,0
22,464,25,260,21,0
22.000000000029104,455,24.999999999970896,260,21,0
22,460,25,260,21,0
22,463,25.000000000029104,260,20.999999999970896,0
22,463,25,260,21.000000000029104,0
21,463,25,260,21,0
22,466,25,260,21,0
22,466,25,260,22,0
21.000000000029104,459,24.999999999970896,260,21,0
22,459,25,260,21,0
22,460,25.000000000029104,260,20.999999999970896,0
22,466,25,260,21.000000000029104,0
21.999999999970896,459,25,260,21,0
21,460,23.999999999970896,260,20,0
21,460,25,260,21.000000000029104,0
21.999999999970896,463,25.000000000029104,260,20.999999999970896,0
22,460,25,260,21,0
22,463,25,260,21,0
22.000000000029104,464,24.999999999970896,260,21,0
21,466,25,260,21,0
22,462,25.000000000029104,260,20.999999999970896,0
22,464,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
22,465,25,260,21,0
22,470,25,260,21,0
22.000000000029104,460,24.999999999970896,260,21,0
21,459,25,260,21,0
21,466,25,260,19.999999999970896,0
21,462,25,260,21,0
22,456,25,260,21,0
22.000000000029104,462,24.999999999970896,260,21,0
22,461,25,260,21,0
22,461,25.000000000029104,260,20.999999999970896,0
22,458,25,260,21.000000000029104,0
21.999999999970896,456,25,260,21,0
22.000000000029104,467,24.999999999970896,260,21,0
22,465,25,260,21,0
22,468,25,260,21,0
22,464,25,260,21.000000000029104,0
21.999999999970896,465,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21,0
22,465,25,260,21,0
22.000000000029104,462,24.999999999970896,260,21,0
21,464,26,260,21,0
22,462,25.000000000029104,260,20.999999999970896,0
22,463,25,260,21.000000000029104,0
21.999999999970896,468,25,260,21,0
22,470,25,260,21,0
21,459,25,260,21,0
22.000000000029104,466,24.999999999970896,260,21,0
22,463,25,260,21,0
21,462,25,260,19.999999999970896,0
21,465,26,260,21.000000000029104,0
21.999999999970896,466,25,260,21,0
21.000000000029104,466,25,260,21,0
21,458,25,260,21,0
21,462,25.000000000029104,260,20,0
22,458,26,260,22,0
23,466,25,260,21,0
21,459,25,260,21,0
22,460,25.000000000029104,260,20.999999999970896,0
22,465,25,260,21.000000000029104,0
21.999999999970896,464,25,260,21,0
21.000000000029104,467,25,260,21,0
22,463,25,260,21,0
22.000000000029104,457,24.999999999970896,260,21,0
21,458,25,260,21.000000000029104,0
22,464,25.000000000029104,260,20.999999999970896,0
22,458,25,260,21.000000000029104,0
21.999999999970896,458,25,260,21,0
21,464,24.999999999970896,260,20,0
21,461,25,260,21,0
21,461,25.000000000029104,260,20,0
22,456,25,260,21,0
22,464,25,260,21,0
22.000000000029104,463,24.999999999970896,260,21,0
22,457,25,260,21,0
22,462,25.000000000029104,260,20.999999999970896,0
21,463,25,260,22.000000000029104,0
20.999999999970896,467,24,260,20,0
21.000000000029104,456,24.999999999970896,260,21,0
22,458,25,260,21,0
22,461,24.999999999970896,260,21,0
21,458,25,260,21.000000000029104,0
21.999999999970896,468,25,260,21,0
22,467,25,260,21,0
22,465,25,260,21,0
22.000000000029104,460,24.999999999970896,260,21,0
21,465,25,260,21,0
21,457,25,260,21,0
22.000000000029104,464,24.999999999970896,260,21,0
22,466,25,260,21,0
22,464,25,260,21,0
22,461,25,260,21.000000000029104,0
21.999999999970896,466,25.000000000029104,260,20.999999999970896,0
22,458,25,260,21,0
22,472,25,260,21,0
22.000000000029104,462,24.999999999970896,260,21,0
22,461,25,260,21,0
22,458,25.000000000029104,260,20.999999999970896,0
23,459,25,260,21,0
21,465,25.000000000029104,260,20.999999999970896,0
22,470,25,260,21.000000000029104,0
21.999999999970896,460,25,260,21,0
21.000000000029104,464,25,260,21,0
21,459,25,260,21,0
22,460,25.000000000029104,260,20.999999999970896,0
22,465,25,260,21.000000000029104,0
21.999999999970896,457,25,260,21,0
22,461,25,260,21,0
22,459,25,260,21,0
22.000000000029104,470,24.999999999970896,260,21,0
21,464,25,260,21,0
22,467,25.000000000029104,260,20.999999999970896,0
22,464,25,260,21.000000000029104,0
21.999999999970896,469,25,260,21,0
21,462,23.999999999970896,260,20,0
23,465,25,260,21,0
22.000000000029104,462,24.999999999970896,260,21,0
21,462,25,260,21,0
21,457,25.000000000029104,260,20.999999999970896,0
22,461,25,260,21,0
22,464,25,260,21,0
22.000000000029104,468,24.999999999970896,260,21,0
21,466,25,260,21.000000000029104,0
21.999999999970896,460,25,260,21,0
22,463,26,260,21.000000000029104,0
20.999999999970896,463,25,260,19.999999999970896,0
21.000000000029104,464,24.999999999970896,260,21,0
22,465,25,260,21,0
22,466,24.999999999970896,260,21,0
22,458,25,260,20.000000000029104,0
21,456,25,260,21,0
23,468,25,260,21.000000000029104,0
21.999999999970896,470,25,260,21,0
21.000000000029104,459,24.999999999970896,260,20,0
22,461,25,260,21,0
22,459,25.000000000029104,260,20.999999999970896,0
22,462,25,260,21.000000000029104,0
21.999999999970896,463,25,260,21,0
22.000000000029104,466,24.999999999970896,260,21,0
22,469,25,260,21,0
22,467,25,260,21,0
22,469,25,260,21.000000000029104,0
21.999999999970896,466,25.000000000029104,260,20.999999999970896,0
22,461,25,260,20,0
21,459,25,260,21,0
22,457,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21.000000000029104,0
21.999999999970896,457,25,260,21,0
22,460,25,260,21,0
23,463,25.000000000029104,260,20.999999999970896,0
22,468,25,260,21,0
22,466,25,260,21,0
22.000000000029104,463,24.999999999970896,260,21,0
22,461,25,260,21,0
21,463,26.000000000029104,260,20.999999999970896,0
21,461,25,260,21.000000000029104,0
20.999999999970896,465,25,260,21,0
21.000000000029104,465,24.999999999970896,260,21,0
22,457,25,260,21,0
22.000000000029104,469,24.999999999970896,260,21,0
22,464,25,260,21,0
22,457,25.000000000029104,260,20.999999999970896,0
21.000000000029104,459,24.999999999970896,260,20,0
20.999999999970896,464,25,260,21,0
22.000000000029104,458,24.999999999970896,260,21,0
22,469,25,260,21.000000000029104,0
23,456,25,260,21,0
21,459,25,260,21,0
21,467,24,260,20,0
22,458,25,260,21.000000000029104,0
21.999999999970896,462,25,260,21,0
22,469,25,260,21.000000000029104,0
21.999999999970896,470,25,260,21,0
21,462,25,260,21,0
22,460,25,260,21.000000000029104,0
21.999999999970896,463,25.000000000029104,260,20.999999999970896,0
22,460,25,260,21,0
22,457,25,260,21,0
22.000000000029104,464,24.999999999970896,260,21,0
21,462,25,260,21,0
21,470,26.000000000029104,260,20.999999999970896,0
22,457,25,260,21.000000000029104,0
22.999999999970896,461,24.999999999970896,260,21,0
21,469,25,260,22,0
22,459,25,260,21,0
21,468,25,260,20,0
20.999999999970896,459,25,260,21,0
22.000000000029104,464,25,260,21,0
22,456,25,260,21,0
21,470,25.000000000029104,260,20.999999999970896,0
22,462,25,260,21.000000000029104,0
21.999999999970896,462,25,260,21,0
22,458,25,260,21,0
22,468,25,260,21,0
21,458,24.999999999970896,260,21,0
22,466,25,260,21,0
22,463,25.000000000029104,260,20.999999999970896,0
22,462,25,260,21.000000000029104,0
20.999999999970896,463,25,260,21,0
23,466,25,260,21.000000000029104,0
20.999999999970896,464,25,260,21,0
21.000000000029104,457,24.999999999970896,260,21,0
22,463,25,260,21,0
22,470,25.000000000029104,260,20.999999999970896,0
22,466,25,260,21.000000000029104,0
21.999999999970896,467,25,260,21,0
21,457,25,260,20,0
22,459,25,260,21.000000000029104,0
21,459,25.000000000029104,260,21,0
21,466,25,260,21,0
23,457,25.000000000029104,260,20.999999999970896,0
22,458,25,260,21,0
22,466,25,260,21,0
21,460,26,260,21,0
22,457,25,260,21,0
22,460,25.000000000029104,260,20.999999999970896,0
23,469,25,260,21,0
22,459,25,260,21,0
21,475,25,260,20,0
20.999999999970896,469,25,260,21,0
22.000000000029104,459,24.999999999970896,260,21,0
22,470,25,260,21,0
21,456,25.000000000029104,260,20,0
21,464,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
21,465,25,260,21,0
22,462,25,260,21,0
22.000000000029104,464,24.999999999970896,260,21,0
22,461,25,260,21,0
22,460,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
21.000000000029104,466,24.999999999970896,260,21,0
23,468,25,260,20,0
22.000000000029104,468,24.999999999970896,260,21,0
22,457,25,260,21,0
22,456,25.000000000029104,260,20.999999999970896,0
22,470,25,260,21.000000000029104,0
21.999999999970896,471,25,260,21,0
22.000000000029104,457,24.999999999970896,260,21,0
22,462,25,260,21,0
22,456,25,260,21,0
22,467,25,260,21.000000000029104,0
21.999999999970896,458,25.000000000029104,260,20.999999999970896,0
22,458,25,260,21,0
22,466,25,260,21,0
21,464,25.000000000029104,260,20,0
21,459,25,260,20.000000000029104,0
21,462,25,260,21,0
22,459,26,260,22,0
22,468,25,260,21.000000000029104,0
21.999999999970896,464,25,260,21,0
22.000000000029104,461,24.999999999970896,260,21,0
22,459,25,260,21,0
22.000000000029104,457,24.999999999970896,260,21,0
22,465,25,260,21.000000000029104,0
21.999999999970896,462,25.000000000029104,260,20.999999999970896,0
22,461,25,260,21.000000000029104,0
21.999999999970896,458,25,260,21,0
22.000000000029104,463,24.999999999970896,260,21,0
22,466,25,260,21,0
21,459,24.000000000029104,260,20,0
21,468,25,260,21,0
20.999999999970896,460,25,260,21,0
22.000000000029104,463,24.999999999970896,260,21,0
22,456,25,260,21,0
23.000000000029104,469,24.999999999970896,260,21,0
22,458,25,260,21,0
21,462,25,260,21,0
22,477,25,260,21,0
22,463,25,260,21,0
22.000000000029104,466,24.999999999970896,260,21,0
22,464,25,260,21,0
22,463,25.000000000029104,260,20.999999999970896,0
22,473,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
22.000000000029104,466,24.999999999970896,260,21,0
22,465,25,260,21,0
21,458,24,260,20,0
21,461,25,260,21,0
22,465,25,260,21,0
22.000000000029104,458,24.999999999970896,260,21,0
22,463,25,260,21,0
23.000000000029104,463,25,260,21.000000000029104,0
20.999999999970896,463,24,260,21,0
21,469,25,260,20,0
21,466,25,260,21,0
22,464,25,260,21,0
22,469,25,260,21.000000000029104,0
20.999999999970896,457,25,260,21,0
21.000000000029104,470,24.999999999970896,260,21,0
22,467,25,260,21,0
22,457,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21.000000000029104,0
20.999999999970896,467,25,260,20,0
21.000000000029104,465,24.999999999970896,260,21,0
22,466,25,260,21,0
22,457,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
23,466,25,260,21.000000000029104,0
21.999999999970896,457,25,260,21,0
21.000000000029104,464,25,260,21,0
22,457,25,260,21,0
21,459,25.000000000029104,260,20.999999999970896,0
22,459,25,260,21.000000000029104,0
21.999999999970896,465,25,260,21,0
22.000000000029104,460,24.999999999970896,260,21,0
22,464,25,260,21,0
22,456,25.000000000029104,260,20.999999999941792,0
22.000000000058208,460,24.999999999970896,260,21.000000000029104,0
21,466,24.999999999970896,260,21.000000000029104,0
22,464,24.999999999970896,260,21,0
22,467,24.999999999970896,260,21.000000000029104,0
20.999999999941792,459,25.000000000058208,260,21,0
22,457,24.999999999970896,260,21.000000000029104,0
21,466,25,260,19.999999999970896,0
23.000000000029104,467,24.999999999970896,260,21.000000000029104,0
21,460,25.000000000029104,260,19.999999999970896,0
21.000000000029104,463,24.999999999970896,260,20.000000000058208,0
21,464,24,260,20.999999999941792,0
21.000000000029104,465,25.000000000029104,260,20,0
21,456,24.999999999970896,260,21.000000000029104,0
22,465,25.000000000029104,260,20.999999999970896,0
21.999999999970896,456,25.000000000029104,260,20,0
20.999999999941792,469,25.000000000058208,260,20.000000000029104,0
21.000000000029104,458,24.999999999970896,260,21.000000000029104,0
21.999999999970896,461,25,260,21,0
22,466,25.000000000029104,260,20.999999999941792,0
22.000000000058208,463,24.999999999970896,260,21.000000000029104,0
22,463,24.999999999970896,260,21,0
22,473,24.999999999970896,260,21.000000000029104,0
21.999999999970896,457,25.000000000058208,260,21,0
22.999999999970896,469,24.999999999970896,260,20,0
21.999999999970896,461,25.000000000058208,260,21,0
22,464,24.999999999970896,260,21.000000000029104,0
21.999999999970896,464,25,260,21,0
21.000000000029104,464,25.000000000029104,260,20.999999999941792,0
21.000000000029104,467,24,260,20,0
20.999999999941792,469,25.000000000058208,260,21,0
22,465,24.999999999970896,260,21.000000000029104,0
21.999999999970896,464,24.999999999970896,260,21.000000000029104,0
22,459,25.000000000029104,260,20.999999999941792,0
22.000000000058208,461,24.999999999970896,260,21.000000000029104,0
21.999999999970896,464,25,260,21,0
22,469,25.000000000029104,260,20.999999999970896,0
21.999999999970896,465,25.000000000058208,260,21,0
22,464,24.999999999970896,260,21,0
22,466,24.999999999970896,260,21.000000000029104,0
22,467,25.000000000029104,260,22,0
24,461,25.000000000029104,260,20.999999999941792,0
21.000000000029104,458,25.000000000029104,260,20.999999999970896,0
21.999999999970896,470,25.000000000058208,260,21,0
22,466,24.999999999970896,260,21.000000000029104,0
21.999999999970896,466,24.999999999970896,260,21.000000000029104,0
20.999999999970896,460,24.999999999970896,260,19.999999999970896,0
21,469,24.999999999970896,260,21.000000000029104,0
22,457,24.999999999970896,260,21,0
22,467,25.000000000029104,260,20.999999999970896,0
21.999999999970896,465,25.000000000058208,260,21,0
22,465,24.999999999970896,260,21.000000000029104,0
21,458,24.999999999970896,260,21.000000000029104,0
22,462,25.000000000029104,260,20.999999999941792,0
21.000000000029104,456,26,260,20,0
20.999999999941792,460,25.000000000058208,260,21,0
22,466,24.999999999970896,260,21,0
22,459,24.999999999970896,260,21.000000000029104,0
23.000000000029104,459,24.999999999970896,260,21,0
22,475,24.999999999970896,260,21.000000000029104,0
22,466,25.000000000029104,260,20.999999999941792,0
21.000000000029104,460,25.000000000029104,260,20,0
20.999999999941792,458,25.000000000029104,260,21.000000000029104,0
22,458,24.999999999970896,260,21,0
22,468,24.999999999970896,260,21.000000000029104,0
22,457,25.000000000029104,260,20.999999999941792,0
22.000000000058208,467,24.999999999970896,260,21.000000000029104,0
20.999999999941792,460,25,260,21,0
21.000000000029104,459,24.999999999970896,260,21,0
21,468,24.999999999970896,260,21.000000000029104,0
22,457,25.000000000029104,260,20.999999999941792,0
22.000000000058208,464,24.999999999970896,260,21.000000000029104,0
21.999999999970896,460,25,260,21,0
21.000000000029104,462,24,260,19.999999999970896,0
21,462,24.999999999970896,260,21.000000000029104,0
24,463,25.000000000029104,260,20.999999999970896,0
21.999999999970896,466,25.000000000029104,260,21.000000000029104,0
22,466,24.999999999970896,260,21,0
21.000000000029104,462,25.999999999941792,260,21.000000000029104,0
22,468,25.000000000029104,260,20.999999999941792,0
21.000000000029104,473,24.999999999970896,260,21.000000000029104,0
21.999999999970896,464,25,260,21,0
22,464,25.000000000029104,260,20.999999999970896,0
21.999999999970896,458,25.000000000029104,260,21.000000000029104,0
22,462,24.999999999970896,260,21,0
22,467,24.999999999970896,260,21.000000000029104,0
21.999999999970896,461,25.000000000058208,260,20.999999999941792,0
22.000000000058208,458,24.999999999970896,260,21.000000000029104,0
21,462,24.999999999970896,260,21,0
21.000000000029104,467,24.999999999970896,260,21,0
22,464,25,260,21,0
22,467,25,260,21.000000000058208,0
22.999999999941792,462,25,260,21,0
22,463,25,260,21.000000000058208,0
21.999999999941792,464,25,260,21,0
22,456,25,260,21,0
22,457,25,260,21,0
22.000000000058208,478,24.999999999941792,260,21,0
22,457,25,260,21,0
21,472,25.000000000058208,260,20.999999999941792,0
21,458,25,260,21.000000000058208,0
20.999999999941792,462,25,260,21,0
21.000000000058208,457,25,260,21,0
21,465,25,260,21,0
22,469,25.000000000058208,260,20,0
22,466,25,260,21.000000000058208,0
21.999999999941792,462,25,260,21,0
22,456,25,260,21,0
22,464,25,260,21,0
24,463,25,260,21.000000000058208,0
20.999999999941792,472,24,260,20,0
22.000000000058208,466,24.999999999941792,260,21,0
22,467,25,260,21,0
21,461,24.999999999941792,260,20,0
21,461,25,260,21,0
22,456,25.000000000058208,260,20.999999999941792,0
22,465,25,260,21.000000000058208,0
20.999999999941792,462,25,260,20,0
22.000000000058208,466,24.999999999941792,260,21,0
22,468,25,260,21,0
22,467,25.000000000058208,260,20.999999999941792,0
22,462,25,260,20,0
20.999999999941792,463,25,260,21,0
22,462,25,260,20,0
22,468,25,260,21,0
22,456,25.000000000058208,260,20.999999999941792,0
24,466,25,260,21,0
22,472,25,260,21,0
21,471,25,260,20,0
21,461,25,260,21,0
22,460,25,260,21,0
22,463,25,260,21,0
22,461,25,260,21,0
22,459,25,260,21,0
21,459,25,260,20,0
21,463,25,260,21,0
22,461,25,260,21,0
22,465,25,260,21,0
22,459,25,260,21,0
22,455,25,260,21,0
22,466,25,260,21,0
22,458,25,260,21,0
23,468,25,260,20,0
22,468,25,260,21,0
22,467,25,260,21,0
21,457,25,260,21,0
21,467,25,260,21,0
22,457,25,260,21,0
22,459,25,260,21,0
21.000000000058208,469,24.999999999941792,260,21,0
22,461,25,260,21,0
22,459,25,260,21,0
22,472,25,260,21.000000000058208,0
21,458,25,260,21,0
22,464,25,260,21,0
22,466,25,260,21,0
22.000000000058208,463,24.999999999941792,260,21,0
22,467,25,260,20,0
21,463,25,260,21,0
24,460,25,260,21,0
22.000000000058208,464,24.999999999941792,260,21,0
21,468,25,260,21.000000000058208,0
21.999999999941792,456,25,260,21,0
22,458,25,260,21,0
22,463,25,260,21,0
21,458,25.000000000058208,260,20.999999999941792,0
22,465,25,260,21.000000000058208,0
21.999999999941792,462,25,260,19.999999999941792,0
22,456,25,260,21,0
22,466,25,260,21,0
22.000000000058208,460,24.999999999941792,260,21,0
22,464,25,260,21,0
21,469,25.000000000058208,260,20.999999999941792,0
22,463,25,260,21,0
21,460,25.000000000058208,260,20.999999999941792,0
21,465,25,260,20,0
22.999999999941792,469,25.000000000058208,260,20.999999999941792,0
22,460,25,260,20,0
20.999999999941792,464,25,260,21,0
22.000000000058208,465,24.999999999941792,260,21,0
22,458,25,260,21,0
21,467,25.000000000058208,260,20.999999999941792,0
22,465,25,260,21.000000000058208,0
21.999999999941792,460,25,260,21,0
22,458,25,260,21,0
22,472,25,260,21,0
22.000000000058208,467,24.999999999941792,260,21,0
22,465,25,260,21,0
22,466,25.000000000058208,260,20.999999999941792,0
22,464,25,260,21.000000000058208,0
21.999999999941792,464,25,260,21,0
21,457,25,260,20,0
21,464,25,260,21,0
24,460,25,260,21,0
21,457,24,260,20,0
21,468,25.000000000058208,260,20.999999999941792,0
22,464,25,260,21,0
22,464,25,260,21,0
22,463,25,260,21,0
22,467,25,260,21,0
21,463,24,260,21,0
22,459,25,260,21,0
22,462,25,260,21,0
22,466,25,260,21,0
22,472,25,260,21,0
21,460,25,260,21,0
21,463,25,260,21,0
21,466,25,260,21,0
22,459,25,260,21,0
22,457,25,260,21,0
23,465,25,260,20,0
21,458,25,260,22,0
21,465,25,260,21,0
22,463,25,260,21,0
21,463,25,260,21,0
22,458,25,260,22,0
21,462,25,260,21,0
22,466,25,260,21,0
22,457,25,260,21,0
21,458,25,260,20,0
21,459,25,260,21.000000000058208,0
21,457,25,260,21,0
22,466,25,260,21,0
22,467,25,260,21,0
22.000000000058208,459,24.999999999941792,260,21,0
22,465,25,260,21,0
22,464,25,260,21,0
24,468,25,260,21,0
21,455,23.999999999941792,260,20,0
21,458,25,260,21.000000000058208,0
21.999999999941792,459,25,260,21,0
21,463,25,260,21,0
22,468,25,260,21,0
22.000000000058208,469,24.999999999941792,260,21,0
22,458,25,260,22,0
22,463,25,260,21,0
21,463,24,260,20,0
22,472,25,260,21,0
21,468,25,260,20,0
22,459,25,260,21,0
21,458,24,260,20,0
22,467,25,260,21.000000000058208,0
21.999999999941792,467,25,260,21,0
22,468,25,260,21,0
23,471,25,260,21,0
22,475,25,260,21,0
21,455,25,260,20,0
21,464,25.000000000058208,260,20.999999999941792,0
22,470,25,260,21.000000000058208,0
21.999999999941792,475,25,260,21,0
22,456,25,260,21,0
22,468,25,260,20,0
